"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","cb_coefficient","cv_coefficient","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_pri_biomass_wood_chips_pp","conversion_factor_pri_biomass_wood_chips_pr","conversion_factor_pri_biomass_wood_chips_sr","conversion_factor_sec_elec","conversion_factor_sec_heat_low","ef_pri_biomass_wood_chips_pp_emi_co2_f_pow","ef_pri_biomass_wood_chips_pr_emi_co2_f_pow","ef_pri_biomass_wood_chips_sr_emi_co2_f_pow"
340,"HU",2060,"pow_combustion_st_chp_biomass_11",0.0,100000.0,0.0,137175.080622,3402792.6976,4.8383458669,0.36,1.0,3.6,3.6,72.0,25,"","v1","","","",3.41471743213249,3.41471743213249,3.41471743213249,1.0,2.77777777777778,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
341,"HU",2070,"pow_combustion_st_chp_biomass_11",0.0,100000.0,0.0,137175.080622,3402792.6976,4.8383458669,0.36,1.0,3.6,3.6,72.0,25,"","v1","","","",3.41471743213249,3.41471743213249,3.41471743213249,1.0,2.77777777777778,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
342,"HU",2020,"pow_combustion_st_chp_biomass_14",0.0,100000.0,0.0,73372.717542,2658431.795,2.7647690668,0.45,0.14,7.2,28.8,72.0,25,"","v1","","","",2.32558139534884,2.32558139534884,2.32558139534884,1.0,2.22222222222222,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
343,"HU",2021,"pow_combustion_st_chp_biomass_14",0.0,100000.0,0.0,72841.031183,2647798.06782,2.7647690668,0.447,0.14,7.2,28.08,72.0,25,"","v1","","","",2.32450023245002,2.32450023245002,2.32450023245002,1.0,2.23713646532438,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
344,"HU",2024,"pow_combustion_st_chp_biomass_14",0.0,100000.0,0.0,71245.972106,2615896.88628,2.7647690668,0.438,0.14,7.2,25.92,72.0,25,"","v1","","","",2.32126276694522,2.32126276694522,2.32126276694522,1.0,2.28310502283105,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
345,"HU",2027,"pow_combustion_st_chp_biomass_14",0.0,100000.0,0.0,69650.913029,2583995.70474,2.7647690668,0.429,0.14,7.2,23.76,72.0,25,"","v1","","","",2.31803430690774,2.31803430690774,2.31803430690774,1.0,2.33100233100233,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
346,"HU",2030,"pow_combustion_st_chp_biomass_14",0.0,100000.0,0.0,68055.853952,2552094.5232,2.7647690668,0.42,0.14,7.2,21.6,72.0,25,"","v1","","","",2.31481481481481,2.31481481481481,2.31481481481481,1.0,2.38095238095238,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
347,"HU",2035,"pow_combustion_st_chp_biomass_14",0.0,100000.0,0.0,67524.167593,2525510.20525,2.79135338475,0.415,0.1375,6.3,20.7,63.0,25,"","v1","","","",2.33918128654971,2.33918128654971,2.33918128654971,1.0,2.40963855421687,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
348,"HU",2040,"pow_combustion_st_chp_biomass_14",0.0,100000.0,0.0,66992.481234,2498925.8873,2.8179377027,0.41,0.135,5.4,19.8,54.0,25,"","v1","","","",2.36406619385343,2.36406619385343,2.36406619385343,1.0,2.4390243902439,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
349,"HU",2045,"pow_combustion_st_chp_biomass_14",0.0,100000.0,0.0,66460.794875,2472341.56935,2.84452202065,0.405,0.1325,4.5,18.9,45.0,25,"","v1","","","",2.389486260454,2.389486260454,2.389486260454,1.0,2.46913580246914,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
350,"HU",2050,"pow_combustion_st_chp_biomass_14",0.0,100000.0,0.0,65929.108516,2445757.2514,2.8711063386,0.4,0.13,3.6,18.0,36.0,25,"","v1","","","",2.41545893719807,2.41545893719807,2.41545893719807,1.0,2.5,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
351,"HU",2060,"pow_combustion_st_chp_biomass_14",0.0,100000.0,0.0,65929.108516,2445757.2514,2.8711063386,0.4,0.13,3.6,18.0,36.0,25,"","v1","","","",2.41545893719807,2.41545893719807,2.41545893719807,1.0,2.5,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
352,"HU",2070,"pow_combustion_st_chp_biomass_14",0.0,100000.0,0.0,65929.108516,2445757.2514,2.8711063386,0.4,0.13,3.6,18.0,36.0,25,"","v1","","","",2.41545893719807,2.41545893719807,2.41545893719807,1.0,2.5,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
353,"IE",2020,"pow_combustion_st_chp_biomass_11",0.0,100000.0,0.0,158442.534982,3764339.42172,4.77454350382,0.37,1.0,7.2,3.6,216.0,25,"","v1","","","",3.36554156612111,3.36554156612111,3.36554156612111,1.0,2.7027027027027,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
354,"IE",2021,"pow_combustion_st_chp_biomass_11",0.0,100000.0,0.0,157485.4995358,3745198.712796,4.772416758384,0.37,1.0,7.2,3.6,208.8,25,"","v1","","","",3.36426211639001,3.36426211639001,3.36426211639001,1.0,2.7027027027027,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
355,"IE",2024,"pow_combustion_st_chp_biomass_11",0.0,100000.0,0.0,154614.3931972,3687776.586024,4.766036522076,0.37,1.0,7.2,3.6,187.2,25,"","v1","","","",3.36042959731972,3.36042959731972,3.36042959731972,1.0,2.7027027027027,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
356,"IE",2027,"pow_combustion_st_chp_biomass_11",0.0,100000.0,0.0,151743.2868586,3630354.459252,4.759656285768,0.37,1.0,7.2,3.6,165.6,25,"","v1","","","",3.35660580021482,3.35660580021482,3.35660580021482,1.0,2.7027027027027,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
357,"IE",2030,"pow_combustion_st_chp_biomass_11",0.0,100000.0,0.0,148872.18052,3572932.33248,4.75327604946,0.37,1.0,7.2,3.6,144.0,25,"","v1","","","",3.35279069533526,3.35279069533526,3.35279069533526,1.0,2.7027027027027,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
358,"IE",2035,"pow_combustion_st_chp_biomass_11",0.0,100000.0,0.0,145947.9055455,3530397.42376,4.77454350382,0.3675,1.0,6.3,3.6,126.0,25,"","v1","","","",3.36806084738727,3.36806084738727,3.36806084738727,1.0,2.72108843537415,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
359,"IE",2040,"pow_combustion_st_chp_biomass_11",0.0,100000.0,0.0,143023.630571,3487862.51504,4.79581095818,0.365,1.0,5.4,3.6,108.0,25,"","v1","","","",3.38347073044058,3.38347073044058,3.38347073044058,1.0,2.73972602739726,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
360,"IE",2045,"pow_combustion_st_chp_biomass_11",0.0,100000.0,0.0,140099.3555965,3445327.60632,4.81707841254,0.3625,1.0,4.5,3.6,90.0,25,"","v1","","","",3.39902227124368,3.39902227124368,3.39902227124368,1.0,2.75862068965517,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
361,"IE",2050,"pow_combustion_st_chp_biomass_11",0.0,100000.0,0.0,137175.080622,3402792.6976,4.8383458669,0.36,1.0,3.6,3.6,72.0,25,"","v1","","","",3.41471743213249,3.41471743213249,3.41471743213249,1.0,2.77777777777778,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
362,"IE",2060,"pow_combustion_st_chp_biomass_11",0.0,100000.0,0.0,137175.080622,3402792.6976,4.8383458669,0.36,1.0,3.6,3.6,72.0,25,"","v1","","","",3.41471743213249,3.41471743213249,3.41471743213249,1.0,2.77777777777778,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
363,"IE",2070,"pow_combustion_st_chp_biomass_11",0.0,100000.0,0.0,137175.080622,3402792.6976,4.8383458669,0.36,1.0,3.6,3.6,72.0,25,"","v1","","","",3.41471743213249,3.41471743213249,3.41471743213249,1.0,2.77777777777778,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
364,"IE",2020,"pow_combustion_st_chp_biomass_14",0.0,100000.0,0.0,73372.717542,2658431.795,2.7647690668,0.45,0.14,7.2,28.8,72.0,25,"","v1","","","",2.32558139534884,2.32558139534884,2.32558139534884,1.0,2.22222222222222,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
365,"IE",2021,"pow_combustion_st_chp_biomass_14",0.0,100000.0,0.0,72841.031183,2647798.06782,2.7647690668,0.447,0.14,7.2,28.08,72.0,25,"","v1","","","",2.32450023245002,2.32450023245002,2.32450023245002,1.0,2.23713646532438,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
366,"IE",2024,"pow_combustion_st_chp_biomass_14",0.0,100000.0,0.0,71245.972106,2615896.88628,2.7647690668,0.438,0.14,7.2,25.92,72.0,25,"","v1","","","",2.32126276694522,2.32126276694522,2.32126276694522,1.0,2.28310502283105,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
367,"IE",2027,"pow_combustion_st_chp_biomass_14",0.0,100000.0,0.0,69650.913029,2583995.70474,2.7647690668,0.429,0.14,7.2,23.76,72.0,25,"","v1","","","",2.31803430690774,2.31803430690774,2.31803430690774,1.0,2.33100233100233,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
368,"IE",2030,"pow_combustion_st_chp_biomass_14",0.0,100000.0,0.0,68055.853952,2552094.5232,2.7647690668,0.42,0.14,7.2,21.6,72.0,25,"","v1","","","",2.31481481481481,2.31481481481481,2.31481481481481,1.0,2.38095238095238,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
369,"IE",2035,"pow_combustion_st_chp_biomass_14",0.0,100000.0,0.0,67524.167593,2525510.20525,2.79135338475,0.415,0.1375,6.3,20.7,63.0,25,"","v1","","","",2.33918128654971,2.33918128654971,2.33918128654971,1.0,2.40963855421687,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
370,"IE",2040,"pow_combustion_st_chp_biomass_14",0.0,100000.0,0.0,66992.481234,2498925.8873,2.8179377027,0.41,0.135,5.4,19.8,54.0,25,"","v1","","","",2.36406619385343,2.36406619385343,2.36406619385343,1.0,2.4390243902439,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
371,"IE",2045,"pow_combustion_st_chp_biomass_14",0.0,100000.0,0.0,66460.794875,2472341.56935,2.84452202065,0.405,0.1325,4.5,18.9,45.0,25,"","v1","","","",2.389486260454,2.389486260454,2.389486260454,1.0,2.46913580246914,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
372,"IE",2050,"pow_combustion_st_chp_biomass_14",0.0,100000.0,0.0,65929.108516,2445757.2514,2.8711063386,0.4,0.13,3.6,18.0,36.0,25,"","v1","","","",2.41545893719807,2.41545893719807,2.41545893719807,1.0,2.5,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
373,"IE",2060,"pow_combustion_st_chp_biomass_14",0.0,100000.0,0.0,65929.108516,2445757.2514,2.8711063386,0.4,0.13,3.6,18.0,36.0,25,"","v1","","","",2.41545893719807,2.41545893719807,2.41545893719807,1.0,2.5,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
374,"IE",2070,"pow_combustion_st_chp_biomass_14",0.0,100000.0,0.0,65929.108516,2445757.2514,2.8711063386,0.4,0.13,3.6,18.0,36.0,25,"","v1","","","",2.41545893719807,2.41545893719807,2.41545893719807,1.0,2.5,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
375,"IT",2020,"pow_combustion_st_chp_biomass_11",0.0,100000.0,0.0,158442.534982,3764339.42172,4.77454350382,0.37,1.0,7.2,3.6,216.0,25,"","v1","","","",3.36554156612111,3.36554156612111,3.36554156612111,1.0,2.7027027027027,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
376,"IT",2021,"pow_combustion_st_chp_biomass_11",0.0,100000.0,0.0,157485.4995358,3745198.712796,4.772416758384,0.37,1.0,7.2,3.6,208.8,25,"","v1","","","",3.36426211639001,3.36426211639001,3.36426211639001,1.0,2.7027027027027,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
377,"IT",2024,"pow_combustion_st_chp_biomass_11",0.0,100000.0,0.0,154614.3931972,3687776.586024,4.766036522076,0.37,1.0,7.2,3.6,187.2,25,"","v1","","","",3.36042959731972,3.36042959731972,3.36042959731972,1.0,2.7027027027027,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
378,"IT",2027,"pow_combustion_st_chp_biomass_11",0.0,100000.0,0.0,151743.2868586,3630354.459252,4.759656285768,0.37,1.0,7.2,3.6,165.6,25,"","v1","","","",3.35660580021482,3.35660580021482,3.35660580021482,1.0,2.7027027027027,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
379,"IT",2030,"pow_combustion_st_chp_biomass_11",0.0,100000.0,0.0,148872.18052,3572932.33248,4.75327604946,0.37,1.0,7.2,3.6,144.0,25,"","v1","","","",3.35279069533526,3.35279069533526,3.35279069533526,1.0,2.7027027027027,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
380,"IT",2035,"pow_combustion_st_chp_biomass_11",0.0,100000.0,0.0,145947.9055455,3530397.42376,4.77454350382,0.3675,1.0,6.3,3.6,126.0,25,"","v1","","","",3.36806084738727,3.36806084738727,3.36806084738727,1.0,2.72108843537415,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
381,"IT",2040,"pow_combustion_st_chp_biomass_11",0.0,100000.0,0.0,143023.630571,3487862.51504,4.79581095818,0.365,1.0,5.4,3.6,108.0,25,"","v1","","","",3.38347073044058,3.38347073044058,3.38347073044058,1.0,2.73972602739726,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
382,"IT",2045,"pow_combustion_st_chp_biomass_11",0.0,100000.0,0.0,140099.3555965,3445327.60632,4.81707841254,0.3625,1.0,4.5,3.6,90.0,25,"","v1","","","",3.39902227124368,3.39902227124368,3.39902227124368,1.0,2.75862068965517,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
383,"IT",2050,"pow_combustion_st_chp_biomass_11",0.0,100000.0,0.0,137175.080622,3402792.6976,4.8383458669,0.36,1.0,3.6,3.6,72.0,25,"","v1","","","",3.41471743213249,3.41471743213249,3.41471743213249,1.0,2.77777777777778,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
384,"IT",2060,"pow_combustion_st_chp_biomass_11",0.0,100000.0,0.0,137175.080622,3402792.6976,4.8383458669,0.36,1.0,3.6,3.6,72.0,25,"","v1","","","",3.41471743213249,3.41471743213249,3.41471743213249,1.0,2.77777777777778,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
385,"IT",2070,"pow_combustion_st_chp_biomass_11",0.0,100000.0,0.0,137175.080622,3402792.6976,4.8383458669,0.36,1.0,3.6,3.6,72.0,25,"","v1","","","",3.41471743213249,3.41471743213249,3.41471743213249,1.0,2.77777777777778,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
386,"IT",2020,"pow_combustion_st_chp_biomass_14",0.0,100000.0,0.0,73372.717542,2658431.795,2.7647690668,0.45,0.14,7.2,28.8,72.0,25,"","v1","","","",2.32558139534884,2.32558139534884,2.32558139534884,1.0,2.22222222222222,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
387,"IT",2021,"pow_combustion_st_chp_biomass_14",0.0,100000.0,0.0,72841.031183,2647798.06782,2.7647690668,0.447,0.14,7.2,28.08,72.0,25,"","v1","","","",2.32450023245002,2.32450023245002,2.32450023245002,1.0,2.23713646532438,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
388,"IT",2024,"pow_combustion_st_chp_biomass_14",0.0,100000.0,0.0,71245.972106,2615896.88628,2.7647690668,0.438,0.14,7.2,25.92,72.0,25,"","v1","","","",2.32126276694522,2.32126276694522,2.32126276694522,1.0,2.28310502283105,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
389,"IT",2027,"pow_combustion_st_chp_biomass_14",0.0,100000.0,0.0,69650.913029,2583995.70474,2.7647690668,0.429,0.14,7.2,23.76,72.0,25,"","v1","","","",2.31803430690774,2.31803430690774,2.31803430690774,1.0,2.33100233100233,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
390,"IT",2030,"pow_combustion_st_chp_biomass_14",0.0,100000.0,0.0,68055.853952,2552094.5232,2.7647690668,0.42,0.14,7.2,21.6,72.0,25,"","v1","","","",2.31481481481481,2.31481481481481,2.31481481481481,1.0,2.38095238095238,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
391,"IT",2035,"pow_combustion_st_chp_biomass_14",0.0,100000.0,0.0,67524.167593,2525510.20525,2.79135338475,0.415,0.1375,6.3,20.7,63.0,25,"","v1","","","",2.33918128654971,2.33918128654971,2.33918128654971,1.0,2.40963855421687,"global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
